age,education,job,income,house,credit,sex,relationship,country,savings,purpose,credit_score,expenses,loan
36,magistrale,impiegato,48237,own,43820,male,single,italia,53728,car,1,1285,bad
47,phd,privato,28543,rent,13528,female,sposato/a,italia,41701,education,1,1400,bad
46,triennale,operaio,41862,own,23715,female,single,italia,44061,furniture,5,875,bad
48,magistrale,privato,35173,own,31770,male,sposato/a,extra-europa,61928,car,6,1568,bad
48,nessuno,disoccupato,9000,none,1354,female,divorziato/a,europa,9000,car,6,530,bad
41,nessuno,disoccupato,9000,none,18267,female,sposato/a,extra-europa,9000,furniture,4,686,bad
34,phd,impiegato,50817,rent,1312,female,divorziato/a,italia,60157,furniture,1,1310,bad
50,nessuno,manager,75043,own,43436,male,sposato/a,extra-europa,80783,furniture,1,3042,bad
47,phd,privato,51392,rent,10330,female,sposato/a,extra-europa,52743,house,1,1574,bad
43,triennale,ceo,99417,own,17640,female,sposato/a,europa,101726,house,6,3960,good
52,phd,impiegato,53884,own,8952,male,sposato/a,europa,47125,car,3,1368,bad
49,triennale,impiegato,55120,rent,19210,male,divorziato/a,extra-europa,77364,furniture,6,1253,good
32,nessuno,operaio,48922,own,42279,female,vedovo/a,extra-europa,33195,furniture,5,824,bad
57,triennale,ceo,85036,own,26301,male,sposato/a,extra-europa,101748,car,2,4039,bad
38,magistrale,impiegato,38120,own,19104,female,sposato/a,europa,69798,furniture,2,1221,bad
30,triennale,privato,58561,rent,4603,female,vedovo/a,italia,48604,furniture,4,1463,bad
47,magistrale,impiegato,55783,own,20392,male,vedovo/a,italia,77369,car,1,1369,bad
58,triennale,manager,88287,rent,36618,female,sposato/a,extra-europa,102365,car,0,3040,bad
58,triennale,impiegato,54094,own,47244,male,sposato/a,italia,49297,car,2,1230,bad
45,phd,ceo,90386,rent,18344,male,divorziato/a,europa,84012,education,2,4133,bad
37,diploma,privato,61855,own,45824,male,single,europa,64086,furniture,4,1588,bad
58,nessuno,disoccupato,9000,own,22325,male,sposato/a,italia,9000,house,5,486,bad
51,magistrale,privato,56621,rent,47263,female,divorziato/a,extra-europa,48420,furniture,6,1621,bad
35,magistrale,manager,81695,own,19686,female,sposato/a,italia,70559,car,0,3092,bad
36,diploma,manager,76604,own,22300,male,divorziato/a,italia,84210,furniture,3,3166,bad
30,phd,ceo,100643,own,27031,female,divorziato/a,italia,88823,education,2,4005,bad
53,nessuno,disoccupato,9000,own,40081,female,vedovo/a,extra-europa,9000,house,1,575,bad
41,phd,privato,55215,own,6174,male,single,italia,41880,car,2,1511,bad
43,phd,ceo,99857,rent,20269,female,sposato/a,europa,100504,car,2,4035,bad
39,diploma,operaio,28881,rent,47862,female,sposato/a,italia,48695,car,5,860,bad
37,magistrale,privato,65821,rent,23959,male,single,italia,51246,house,0,1548,bad
34,phd,impiegato,67848,rent,12637,male,divorziato/a,italia,54317,furniture,1,1263,bad
36,nessuno,disoccupato,9000,none,29393,female,sposato/a,extra-europa,9000,furniture,6,500,bad
35,nessuno,privato,38485,none,37539,female,divorziato/a,italia,60306,furniture,3,1610,bad
53,triennale,operaio,38387,own,41138,female,sposato/a,italia,61277,furniture,3,967,bad
46,nessuno,disoccupato,9000,own,5437,female,vedovo/a,extra-europa,9000,house,5,431,bad
47,triennale,operaio,50263,own,1030,female,divorziato/a,europa,31471,house,1,845,bad
38,nessuno,disoccupato,9000,own,32991,female,divorziato/a,italia,9000,house,0,584,bad
58,phd,ceo,102524,rent,21985,male,divorziato/a,italia,104927,car,6,3894,good
50,diploma,operaio,33811,rent,3144,female,sposato/a,extra-europa,36481,car,2,907,bad
52,phd,impiegato,63740,rent,22017,male,divorziato/a,europa,53661,house,6,1009,bad
55,diploma,operaio,23548,rent,2347,male,divorziato/a,italia,50927,furniture,0,867,bad
30,magistrale,privato,33614,own,10030,female,single,extra-europa,53940,car,0,1433,bad
52,triennale,manager,73191,rent,3425,male,divorziato/a,italia,66545,house,5,2919,bad
35,nessuno,disoccupato,9000,none,44116,female,sposato/a,extra-europa,9000,furniture,5,714,bad
56,diploma,operaio,36929,rent,2586,male,divorziato/a,italia,33841,house,1,927,bad
59,magistrale,impiegato,49250,rent,11699,male,divorziato/a,italia,62040,car,2,1161,bad
58,nessuno,operaio,38344,rent,16257,female,single,extra-europa,47518,car,5,854,bad
43,triennale,manager,87136,own,10430,female,divorziato/a,extra-europa,93980,car,4,3246,good
59,magistrale,privato,39680,own,47765,female,vedovo/a,extra-europa,55038,house,6,1676,bad
30,triennale,manager,91162,rent,26832,male,sposato/a,italia,84431,car,6,3068,good
39,magistrale,impiegato,59017,rent,27299,male,vedovo/a,europa,52814,house,1,1391,bad
50,phd,manager,98835,rent,21470,male,sposato/a,europa,85021,education,2,3045,bad
57,diploma,operaio,47160,rent,20734,female,sposato/a,extra-europa,40657,furniture,3,818,bad
57,nessuno,impiegato,59923,rent,16648,male,single,italia,57821,furniture,6,1320,bad
37,magistrale,impiegato,71195,own,28991,male,single,extra-europa,72757,furniture,3,1368,bad
36,magistrale,ceo,111403,rent,25768,female,divorziato/a,extra-europa,98152,car,2,3948,bad
49,nessuno,disoccupato,9000,own,2002,female,divorziato/a,europa,9000,car,0,347,bad
48,diploma,manager,81276,rent,17954,female,sposato/a,extra-europa,57653,furniture,1,2935,bad
45,diploma,impiegato,46253,rent,2537,female,sposato/a,italia,49697,car,2,1190,bad
30,triennale,manager,82249,rent,38087,female,single,italia,78128,car,5,2982,good
32,nessuno,impiegato,45225,rent,33660,male,divorziato/a,extra-europa,59994,furniture,0,1319,bad
33,diploma,impiegato,64069,rent,21664,male,sposato/a,europa,41207,house,6,1335,bad
56,diploma,privato,55393,own,9666,male,vedovo/a,europa,52582,furniture,4,1411,bad
46,diploma,ceo,97244,own,18440,male,vedovo/a,italia,103544,furniture,0,4084,bad
57,diploma,impiegato,60313,rent,36988,male,vedovo/a,italia,62952,house,0,1303,bad
58,magistrale,privato,75379,rent,2557,female,vedovo/a,italia,63762,car,1,1627,bad
43,magistrale,operaio,44413,rent,4153,female,sposato/a,italia,37952,car,3,862,bad
50,phd,ceo,100282,rent,39692,male,divorziato/a,extra-europa,82382,house,1,4063,bad
33,triennale,ceo,99756,own,47476,female,sposato/a,extra-europa,97657,car,2,3951,bad
49,diploma,privato,45623,own,16647,male,single,europa,58374,house,4,1421,bad
52,phd,privato,36903,rent,25613,female,vedovo/a,extra-europa,45748,furniture,4,1479,bad
57,diploma,manager,96730,own,6536,female,divorziato/a,europa,87011,car,3,3026,bad
46,triennale,manager,98552,rent,38290,male,divorziato/a,europa,65754,house,2,2883,bad
53,triennale,privato,26567,own,11850,female,divorziato/a,extra-europa,46070,furniture,0,1512,bad
46,triennale,privato,60015,rent,4191,female,single,italia,58247,house,5,1536,bad
36,triennale,manager,75478,own,6754,male,single,extra-europa,71892,car,5,2985,bad
39,magistrale,manager,59982,rent,5662,male,divorziato/a,extra-europa,75518,furniture,5,3055,bad
50,diploma,impiegato,63131,own,31678,male,sposato/a,italia,57249,furniture,6,1304,bad
31,magistrale,ceo,109666,rent,25366,female,divorziato/a,italia,121146,car,1,3839,bad
35,triennale,privato,47363,rent,14575,male,vedovo/a,europa,64050,furniture,3,1353,bad
33,nessuno,disoccupato,9000,own,3979,male,divorziato/a,extra-europa,9000,car,4,589,bad
46,phd,impiegato,61157,own,17893,male,divorziato/a,europa,81582,house,4,1269,bad
46,triennale,manager,78196,own,34136,female,vedovo/a,europa,75023,house,1,2991,bad
30,phd,impiegato,77484,rent,8186,female,sposato/a,europa,63861,education,2,1269,bad
56,magistrale,privato,39504,own,44035,female,sposato/a,italia,38593,furniture,2,1657,bad
58,diploma,impiegato,56938,rent,45246,female,single,extra-europa,54514,car,6,1235,bad
47,magistrale,operaio,36518,own,4768,male,sposato/a,europa,39536,house,3,885,bad
54,phd,impiegato,38417,own,9899,male,divorziato/a,extra-europa,38653,house,4,1145,bad
32,nessuno,disoccupato,9000,own,40386,male,single,europa,9000,house,3,469,bad
39,phd,ceo,100850,rent,18722,female,divorziato/a,extra-europa,91152,education,3,3940,good
37,magistrale,manager,77182,own,49869,female,sposato/a,italia,83662,car,6,3063,bad
49,magistrale,manager,89951,rent,49718,male,sposato/a,italia,74535,car,1,2962,bad
33,triennale,operaio,35037,own,23182,male,sposato/a,extra-europa,55574,car,3,968,bad
49,magistrale,impiegato,56466,rent,39066,female,vedovo/a,extra-europa,73159,car,5,1184,good
59,triennale,impiegato,50946,rent,28507,male,sposato/a,extra-europa,71253,house,3,1226,bad
47,phd,impiegato,53445,rent,45021,female,divorziato/a,extra-europa,72623,education,1,1488,bad
48,magistrale,operaio,37389,own,20659,male,single,europa,58879,furniture,1,811,bad
40,magistrale,privato,48195,rent,39040,male,vedovo/a,europa,69622,house,5,1454,bad
40,nessuno,privato,42189,rent,45463,male,sposato/a,italia,62666,car,1,1450,bad
40,nessuno,disoccupato,9000,none,4636,female,sposato/a,italia,9000,furniture,4,671,bad
33,phd,manager,91045,rent,45511,female,single,italia,80735,house,4,3108,good
47,diploma,privato,39567,own,45724,female,divorziato/a,europa,72958,furniture,3,1498,bad
32,phd,manager,83639,rent,5477,male,divorziato/a,europa,84299,car,2,2897,bad
57,nessuno,disoccupato,9000,own,825,male,divorziato/a,extra-europa,9000,car,1,625,bad
39,phd,manager,89939,rent,43541,male,sposato/a,italia,87495,furniture,0,3125,bad
36,phd,manager,72430,rent,15098,female,single,italia,88735,house,5,3081,bad
48,diploma,privato,63141,rent,32114,female,vedovo/a,extra-europa,48898,house,2,1487,bad
33,phd,manager,87439,rent,39189,female,single,italia,52698,education,6,3155,good
38,diploma,ceo,110167,own,41627,male,sposato/a,extra-europa,105154,car,3,4167,bad
51,nessuno,disoccupato,9000,rent,36205,female,sposato/a,italia,9000,house,0,430,bad
48,diploma,operaio,54962,rent,20858,male,single,extra-europa,59231,furniture,1,785,bad
37,diploma,impiegato,66991,own,2711,male,single,extra-europa,58392,house,5,1315,bad
55,triennale,manager,92618,rent,21776,male,single,extra-europa,97409,furniture,4,3047,good
46,triennale,impiegato,52392,rent,30925,female,divorziato/a,italia,64099,car,5,1321,good
42,phd,impiegato,66628,rent,25403,female,sposato/a,europa,60218,education,6,1199,good
52,diploma,impiegato,56610,own,30112,female,vedovo/a,italia,44683,car,5,1305,bad
42,nessuno,disoccupato,9000,rent,4501,female,single,europa,9000,house,1,463,bad
47,phd,ceo,98313,own,36232,male,sposato/a,extra-europa,81668,furniture,5,3885,good
44,triennale,manager,74925,rent,45424,female,single,extra-europa,83265,car,1,3160,bad
42,nessuno,disoccupato,9000,own,46001,female,sposato/a,extra-europa,9000,furniture,6,549,bad
39,nessuno,disoccupato,9000,rent,30812,male,vedovo/a,extra-europa,9000,house,1,412,bad
33,diploma,impiegato,43771,own,25026,female,sposato/a,extra-europa,81076,car,4,1169,bad
57,magistrale,privato,50211,own,42713,male,sposato/a,europa,43300,house,3,1487,bad
45,phd,manager,72249,own,34496,male,divorziato/a,extra-europa,66338,car,4,2898,bad
53,phd,impiegato,47466,own,23094,female,divorziato/a,europa,71497,furniture,4,1160,bad
55,nessuno,disoccupato,9000,none,43208,female,divorziato/a,italia,9000,house,4,456,bad
58,magistrale,ceo,87015,rent,42031,female,sposato/a,europa,104413,car,6,4135,good
46,magistrale,impiegato,58568,rent,1537,female,sposato/a,italia,77085,furniture,1,1257,bad
54,triennale,privato,33220,own,40344,female,sposato/a,extra-europa,50765,furniture,3,1438,bad
33,nessuno,disoccupato,9000,own,444,male,sposato/a,europa,9000,car,5,607,bad
37,diploma,privato,48955,rent,8826,female,divorziato/a,extra-europa,51864,furniture,4,1609,bad
31,phd,impiegato,69635,own,20777,male,sposato/a,extra-europa,62834,house,3,1281,bad
45,phd,ceo,108692,rent,48325,male,vedovo/a,extra-europa,99872,education,3,3827,good
31,phd,disoccupato,9000,own,33393,male,single,europa,9000,house,3,448,bad
38,phd,manager,89670,own,5257,female,sposato/a,extra-europa,91049,car,3,2955,good
32,triennale,ceo,103267,own,38932,male,divorziato/a,extra-europa,96955,car,6,4035,good
54,phd,manager,84899,rent,7754,female,divorziato/a,italia,78647,car,0,2904,bad
38,nessuno,disoccupato,9000,own,43919,female,single,extra-europa,9000,car,2,694,bad
37,nessuno,disoccupato,9000,own,35499,female,divorziato/a,italia,9000,furniture,0,429,bad
56,triennale,manager,85032,rent,26507,female,single,italia,70328,furniture,3,2766,good
34,diploma,manager,74445,rent,41373,male,divorziato/a,europa,88849,house,2,2947,bad
41,magistrale,operaio,38002,own,23106,male,vedovo/a,italia,55325,furniture,6,1019,bad
46,diploma,impiegato,40895,own,25592,male,vedovo/a,extra-europa,59693,furniture,6,1278,bad
45,triennale,manager,95863,own,17006,female,divorziato/a,extra-europa,76458,house,4,2870,good
42,nessuno,disoccupato,9000,own,38024,female,single,italia,9000,furniture,1,478,bad
42,nessuno,disoccupato,9000,none,346,male,vedovo/a,italia,9000,house,3,351,bad
47,diploma,operaio,40864,rent,8857,male,divorziato/a,extra-europa,54702,house,2,704,bad
41,magistrale,privato,44100,rent,31431,male,sposato/a,europa,62464,furniture,1,1606,bad
48,diploma,operaio,50133,rent,26768,female,single,europa,51192,car,1,643,bad
52,nessuno,disoccupato,9000,none,35522,male,sposato/a,extra-europa,9000,car,4,371,bad
53,phd,privato,37696,rent,42069,female,single,italia,50632,furniture,5,1452,bad
37,phd,manager,79104,rent,4599,male,vedovo/a,europa,65327,house,0,2862,bad
51,triennale,impiegato,46555,rent,8313,male,sposato/a,italia,62769,car,2,1289,bad
53,magistrale,privato,67484,own,9255,male,vedovo/a,italia,57862,house,5,1392,bad
54,magistrale,impiegato,60958,rent,49615,male,vedovo/a,italia,58724,furniture,6,1327,good
54,nessuno,disoccupato,9000,own,4754,female,single,extra-europa,9000,car,1,456,bad
32,triennale,manager,76298,own,36992,male,sposato/a,europa,82964,furniture,4,2874,bad
37,nessuno,disoccupato,9000,own,3821,male,sposato/a,italia,9000,car,4,563,bad
55,nessuno,disoccupato,9000,rent,29220,male,single,europa,9000,furniture,0,530,bad
31,phd,privato,49554,rent,15377,male,sposato/a,europa,54902,furniture,0,1630,bad
40,magistrale,manager,76376,rent,44337,female,divorziato/a,italia,75021,furniture,5,2884,bad
37,diploma,impiegato,47360,own,20882,male,single,europa,51783,furniture,1,1338,bad
58,triennale,impiegato,42580,rent,36606,male,sposato/a,extra-europa,50348,house,3,1209,bad
57,phd,privato,51380,own,9609,male,sposato/a,europa,61703,furniture,6,1618,bad
40,diploma,ceo,110780,rent,9997,male,divorziato/a,italia,92196,furniture,4,4048,bad
42,diploma,impiegato,64189,own,30071,female,vedovo/a,europa,67828,car,2,1291,bad
33,diploma,privato,50834,rent,41432,female,single,extra-europa,70976,car,2,1446,bad
42,magistrale,privato,47204,rent,26052,female,vedovo/a,europa,46643,furniture,0,1610,bad
38,triennale,operaio,41896,rent,46709,female,divorziato/a,italia,42945,car,3,711,bad
49,nessuno,privato,58410,own,12169,female,sposato/a,europa,62205,house,2,1384,bad
34,triennale,operaio,37782,own,46665,male,single,italia,53250,house,1,903,bad
46,phd,ceo,103868,rent,14935,male,sposato/a,italia,105117,education,6,4035,good
51,nessuno,disoccupato,9000,none,38634,female,sposato/a,extra-europa,9000,furniture,0,533,bad
51,phd,impiegato,59441,rent,14448,male,sposato/a,italia,56768,car,4,1181,bad
40,phd,privato,35447,rent,10596,female,sposato/a,extra-europa,38528,car,6,1636,bad
52,nessuno,disoccupato,9000,own,8438,male,single,europa,9000,house,5,528,bad
59,diploma,impiegato,65232,rent,48536,female,single,extra-europa,46038,house,2,1353,bad
35,phd,impiegato,73512,rent,36901,female,sposato/a,europa,49303,car,0,1197,bad
58,phd,ceo,120609,rent,40160,female,vedovo/a,italia,103525,house,6,4165,good
51,magistrale,manager,74046,rent,47248,female,vedovo/a,extra-europa,66921,car,1,2866,bad
41,triennale,privato,36847,rent,18822,male,sposato/a,europa,42501,car,6,1370,bad
55,nessuno,operaio,43808,own,14204,female,divorziato/a,europa,31000,furniture,2,855,bad
30,magistrale,impiegato,57058,own,41393,male,sposato/a,europa,63416,house,2,1235,bad
38,triennale,impiegato,75039,rent,19849,male,single,italia,55839,house,4,1261,bad
40,diploma,operaio,47003,rent,21101,male,sposato/a,italia,41985,furniture,0,907,bad
58,triennale,ceo,116377,own,27188,male,sposato/a,italia,91057,furniture,3,4012,good
44,phd,ceo,88237,rent,17007,female,sposato/a,italia,111951,furniture,5,3970,good
48,magistrale,manager,87045,own,33829,male,divorziato/a,italia,66418,furniture,4,3011,good
49,triennale,manager,83056,rent,14206,male,sposato/a,extra-europa,77964,furniture,3,2935,good
59,magistrale,privato,50701,rent,17016,female,sposato/a,extra-europa,47060,car,5,1597,bad
46,diploma,privato,41895,rent,25120,male,single,europa,44661,furniture,0,1485,bad
38,phd,manager,81622,rent,17183,female,divorziato/a,italia,77262,furniture,6,3021,good
49,triennale,impiegato,63079,rent,10073,female,divorziato/a,extra-europa,52540,car,5,1293,good
48,diploma,manager,75491,rent,25598,male,sposato/a,italia,74082,house,4,2886,bad
32,nessuno,disoccupato,9000,own,47126,male,sposato/a,italia,9000,furniture,1,473,bad
35,triennale,ceo,113807,own,19726,male,divorziato/a,extra-europa,114679,house,6,3977,good
33,diploma,impiegato,58694,rent,13530,male,single,italia,48026,house,0,1232,bad
50,phd,manager,64488,own,9386,male,sposato/a,extra-europa,75568,education,5,2947,bad
44,phd,ceo,85861,rent,19273,female,single,extra-europa,124707,house,4,3840,good
40,magistrale,privato,60508,rent,36253,male,single,europa,65983,car,1,1363,bad
35,magistrale,privato,37300,own,27804,female,sposato/a,italia,55268,car,2,1521,bad
30,diploma,ceo,102807,rent,8669,male,single,extra-europa,115302,furniture,5,4126,bad
59,magistrale,operaio,20755,own,7985,female,sposato/a,europa,26983,house,3,1057,bad
56,magistrale,manager,96488,rent,21109,male,sposato/a,europa,80425,house,0,3066,bad
52,nessuno,manager,72627,own,2018,female,vedovo/a,europa,84855,car,6,3150,bad
36,magistrale,privato,46500,rent,39144,female,divorziato/a,europa,49080,furniture,6,1331,bad
45,diploma,operaio,43659,rent,8721,male,sposato/a,europa,50181,car,2,832,bad
50,magistrale,ceo,100061,rent,8720,male,sposato/a,europa,98829,house,6,4290,good
36,triennale,manager,83515,own,44793,female,divorziato/a,extra-europa,79274,furniture,6,3152,good
35,nessuno,operaio,27561,rent,46111,female,sposato/a,europa,59329,car,3,955,bad
51,diploma,privato,52854,rent,2233,male,sposato/a,extra-europa,51834,house,6,1722,bad
