age,education,job,income,house,credit,sex,relationship,country,loan
34,magistrale,ceo,96891,rent,35268,male,sposato/a,extra-europa,good
45,nessuno,disoccupato,9000,none,31835,male,divorziato/a,extra-europa,bad
39,phd,manager,77068,own,48363,female,sposato/a,extra-europa,bad
46,phd,ceo,86919,own,34975,female,vedovo/a,europa,good
56,magistrale,privato,41217,rent,15897,male,vedovo/a,extra-europa,bad
30,triennale,manager,71753,own,35276,male,sposato/a,extra-europa,bad
31,phd,ceo,102445,rent,7283,male,single,extra-europa,good
50,triennale,manager,59562,rent,15503,female,divorziato/a,extra-europa,bad
59,nessuno,disoccupato,9000,none,10564,male,sposato/a,italia,bad
35,magistrale,impiegato,55033,rent,33298,male,sposato/a,europa,bad
39,triennale,manager,84760,rent,43275,female,single,extra-europa,good
58,phd,manager,79564,rent,33631,female,divorziato/a,italia,bad
43,magistrale,manager,84724,rent,16546,male,single,europa,good
49,phd,disoccupato,9000,none,10325,female,vedovo/a,extra-europa,bad
40,nessuno,disoccupato,9000,rent,21482,male,sposato/a,italia,bad
58,phd,privato,54426,own,29724,male,single,europa,bad
51,diploma,impiegato,63925,rent,49454,male,vedovo/a,europa,bad
40,nessuno,manager,72978,rent,48586,female,sposato/a,extra-europa,bad
43,nessuno,disoccupato,9000,none,19218,female,single,extra-europa,bad
41,triennale,operaio,37855,own,4098,female,sposato/a,europa,bad
58,magistrale,impiegato,57198,own,34553,male,divorziato/a,extra-europa,good
53,nessuno,disoccupato,9000,none,45680,male,single,extra-europa,bad
37,diploma,operaio,44882,rent,23865,female,sposato/a,europa,bad
30,diploma,privato,55719,rent,15887,female,divorziato/a,italia,bad
58,magistrale,privato,54562,own,24616,male,sposato/a,extra-europa,bad
37,phd,impiegato,62749,own,36538,male,divorziato/a,europa,good
38,diploma,privato,30035,rent,32360,female,sposato/a,europa,bad
53,magistrale,privato,40007,rent,2320,female,divorziato/a,extra-europa,bad
57,triennale,ceo,75226,own,32334,male,divorziato/a,europa,bad
38,triennale,operaio,45500,rent,12338,female,divorziato/a,italia,bad
51,diploma,privato,37899,own,40362,male,divorziato/a,europa,bad
52,magistrale,privato,26891,rent,31105,female,divorziato/a,italia,bad
55,magistrale,impiegato,55482,rent,5782,female,divorziato/a,italia,bad
37,phd,privato,44561,rent,2725,male,single,europa,bad
41,triennale,impiegato,62989,rent,48376,female,sposato/a,italia,bad
45,phd,ceo,96265,rent,27212,female,single,italia,good
48,phd,privato,64233,rent,11915,male,divorziato/a,extra-europa,bad
34,triennale,impiegato,66394,rent,22238,female,divorziato/a,italia,bad
30,diploma,operaio,43668,rent,11855,male,sposato/a,italia,bad
52,magistrale,impiegato,50048,rent,11388,female,vedovo/a,europa,bad
46,magistrale,manager,103889,rent,41999,female,sposato/a,italia,good
58,nessuno,disoccupato,9000,own,11324,male,sposato/a,extra-europa,bad
46,nessuno,disoccupato,9000,own,39707,female,sposato/a,italia,bad
45,phd,ceo,86654,rent,43726,male,sposato/a,italia,good
42,diploma,privato,68234,rent,6692,female,single,italia,bad
54,nessuno,manager,89464,own,3527,male,divorziato/a,europa,bad
58,magistrale,manager,81490,rent,29554,female,vedovo/a,extra-europa,good
44,diploma,privato,41719,rent,25885,male,divorziato/a,extra-europa,bad
34,magistrale,operaio,36668,own,19389,female,sposato/a,italia,bad
49,magistrale,privato,42009,rent,45455,female,sposato/a,extra-europa,bad
39,phd,ceo,103540,rent,25444,male,sposato/a,italia,good
38,triennale,impiegato,76705,rent,19601,female,sposato/a,extra-europa,bad
55,diploma,ceo,98749,rent,24014,male,divorziato/a,europa,bad
38,diploma,operaio,34891,own,15808,female,single,europa,bad
51,magistrale,privato,46600,rent,11065,male,divorziato/a,italia,bad
46,magistrale,impiegato,57262,rent,12620,male,sposato/a,extra-europa,bad
34,diploma,impiegato,59671,own,22338,male,vedovo/a,europa,bad
40,magistrale,impiegato,68581,rent,20464,male,divorziato/a,italia,bad
37,nessuno,manager,85369,rent,4888,male,vedovo/a,europa,bad
58,magistrale,manager,77309,rent,6400,male,sposato/a,europa,bad
56,triennale,impiegato,80379,own,27246,male,sposato/a,europa,good
45,nessuno,disoccupato,9000,none,15617,female,divorziato/a,europa,bad
40,nessuno,disoccupato,9000,rent,25853,female,vedovo/a,extra-europa,bad
32,magistrale,impiegato,68084,rent,26824,female,divorziato/a,italia,bad
35,phd,manager,84253,rent,22908,female,single,europa,good
42,phd,manager,80384,own,31002,male,single,europa,good
54,nessuno,privato,36848,own,13680,male,sposato/a,europa,bad
42,triennale,ceo,93727,rent,7201,female,single,europa,good
32,nessuno,disoccupato,9000,none,15852,female,sposato/a,italia,bad
46,phd,privato,42595,own,21162,female,divorziato/a,europa,bad
54,magistrale,impiegato,70831,rent,49439,female,sposato/a,extra-europa,bad
48,phd,impiegato,72461,own,24822,female,vedovo/a,europa,good
45,diploma,impiegato,55019,own,49499,female,sposato/a,extra-europa,bad
46,magistrale,impiegato,58309,rent,29529,female,vedovo/a,italia,bad
49,diploma,privato,50321,own,22106,male,sposato/a,italia,bad
50,triennale,impiegato,62020,rent,4285,female,sposato/a,europa,bad
43,magistrale,privato,52410,own,14181,female,sposato/a,italia,bad
34,diploma,manager,86137,rent,48637,male,divorziato/a,extra-europa,bad
51,triennale,manager,86883,own,31637,female,divorziato/a,extra-europa,good
39,phd,manager,74207,own,16001,male,vedovo/a,extra-europa,bad
59,magistrale,privato,63406,rent,1966,male,sposato/a,italia,bad
32,magistrale,privato,68623,rent,22509,female,divorziato/a,extra-europa,bad
41,phd,manager,81531,rent,16423,male,sposato/a,italia,good
50,nessuno,manager,82168,rent,20034,male,sposato/a,extra-europa,bad
54,nessuno,ceo,97165,rent,44324,female,vedovo/a,europa,bad
44,magistrale,ceo,98277,own,39885,female,sposato/a,europa,good
33,magistrale,operaio,40349,rent,33157,male,vedovo/a,italia,bad
54,diploma,manager,76151,rent,6180,male,single,italia,bad
51,diploma,operaio,44225,rent,22779,male,sposato/a,extra-europa,bad
30,phd,impiegato,57276,rent,19210,male,sposato/a,extra-europa,bad
53,magistrale,impiegato,75066,own,11411,female,sposato/a,europa,good
35,nessuno,impiegato,48759,own,16221,male,single,europa,bad
46,phd,impiegato,60798,rent,5750,male,divorziato/a,extra-europa,bad
59,phd,manager,97336,own,9874,female,sposato/a,europa,good
59,triennale,impiegato,60473,rent,39712,male,sposato/a,europa,bad
58,nessuno,disoccupato,9000,none,21245,male,divorziato/a,italia,bad
43,magistrale,operaio,45333,rent,14493,male,sposato/a,italia,bad
49,magistrale,operaio,17884,own,5514,male,sposato/a,extra-europa,bad
51,nessuno,disoccupato,9000,own,34642,male,single,italia,bad
40,phd,ceo,103654,rent,20205,female,sposato/a,europa,good
33,diploma,ceo,95317,own,44617,male,divorziato/a,extra-europa,bad
42,magistrale,impiegato,74000,own,1971,male,single,extra-europa,good
48,nessuno,impiegato,60000,rent,45211,male,sposato/a,europa,bad
48,nessuno,disoccupato,9000,own,44508,male,divorziato/a,italia,bad
54,phd,operaio,28270,rent,40370,female,divorziato/a,italia,bad
34,triennale,manager,84120,rent,20098,female,divorziato/a,italia,good
50,diploma,privato,52175,rent,14975,female,vedovo/a,europa,bad
43,nessuno,disoccupato,9000,rent,8944,male,divorziato/a,italia,bad
43,nessuno,disoccupato,9000,rent,46427,female,vedovo/a,italia,bad
38,diploma,impiegato,62724,rent,19686,female,sposato/a,europa,bad
49,magistrale,impiegato,63206,rent,25812,male,sposato/a,italia,bad
55,magistrale,privato,58108,own,9909,female,sposato/a,extra-europa,bad
41,triennale,privato,31306,own,49558,male,vedovo/a,europa,bad
45,magistrale,manager,65471,rent,36875,male,vedovo/a,europa,bad
41,diploma,operaio,29280,own,40081,male,divorziato/a,italia,bad
44,nessuno,privato,38236,rent,38764,male,vedovo/a,europa,bad
41,phd,privato,41880,rent,19533,female,single,italia,bad
39,triennale,manager,81115,own,34495,male,sposato/a,europa,good
32,diploma,impiegato,69166,rent,18362,female,sposato/a,extra-europa,bad
40,diploma,disoccupato,9000,own,39057,female,sposato/a,europa,bad
34,triennale,impiegato,66493,rent,9802,female,sposato/a,extra-europa,bad
52,diploma,operaio,38807,rent,34833,male,sposato/a,extra-europa,bad
55,magistrale,manager,74735,rent,44112,male,vedovo/a,extra-europa,bad
38,magistrale,privato,64814,rent,47674,male,divorziato/a,europa,bad
51,magistrale,manager,79644,own,20198,female,vedovo/a,italia,bad
31,phd,manager,83132,own,6614,female,divorziato/a,italia,good
55,triennale,privato,59408,rent,31989,female,sposato/a,europa,bad
49,magistrale,impiegato,70456,rent,15067,male,single,extra-europa,bad
51,diploma,privato,45020,rent,21322,male,divorziato/a,extra-europa,bad
49,triennale,manager,83774,own,38532,female,sposato/a,italia,good
59,magistrale,impiegato,62171,rent,12033,male,single,europa,bad
43,phd,privato,41634,rent,16484,male,sposato/a,europa,bad
56,triennale,manager,66168,own,41963,male,divorziato/a,europa,bad
33,phd,manager,90552,rent,38706,female,divorziato/a,extra-europa,good
36,nessuno,disoccupato,9000,none,3919,female,single,italia,bad
45,magistrale,operaio,43488,rent,48940,male,divorziato/a,italia,bad
46,magistrale,manager,84528,own,19984,male,sposato/a,extra-europa,good
59,triennale,impiegato,64925,rent,19705,male,divorziato/a,europa,bad
43,diploma,impiegato,52172,rent,30227,female,single,italia,bad
39,nessuno,privato,70202,own,32798,male,sposato/a,italia,bad
37,triennale,ceo,85673,rent,15811,female,sposato/a,europa,good
52,triennale,manager,77979,rent,3425,male,divorziato/a,italia,bad
40,diploma,manager,79747,rent,36124,female,single,italia,bad
37,phd,privato,46663,own,3513,male,sposato/a,europa,bad
33,phd,manager,86529,rent,2483,female,sposato/a,extra-europa,good
50,magistrale,impiegato,69691,own,8049,male,divorziato/a,europa,good
40,triennale,manager,69250,rent,11699,female,sposato/a,italia,bad
42,triennale,impiegato,62040,own,8862,male,single,europa,good
50,magistrale,privato,54214,rent,24333,male,sposato/a,europa,bad
31,magistrale,privato,59105,own,300,female,single,europa,bad
48,phd,manager,103190,rent,35242,female,divorziato/a,europa,good
40,nessuno,disoccupato,9000,none,1211,female,single,italia,bad
32,phd,manager,85450,own,1792,female,sposato/a,extra-europa,good
38,magistrale,operaio,23438,rent,3603,male,sposato/a,italia,bad
35,magistrale,impiegato,59060,own,43331,male,divorziato/a,europa,good
37,diploma,disoccupato,9000,rent,44729,female,sposato/a,italia,bad
55,triennale,privato,57759,rent,12296,female,divorziato/a,italia,bad
56,phd,manager,85089,rent,18748,male,sposato/a,extra-europa,good
55,triennale,impiegato,63965,rent,46362,male,single,extra-europa,bad
46,nessuno,impiegato,55542,own,48561,male,vedovo/a,europa,bad
50,magistrale,ceo,107019,rent,46688,male,single,italia,good
48,magistrale,ceo,111195,own,19440,male,sposato/a,europa,good
41,magistrale,impiegato,56235,rent,19862,male,sposato/a,europa,bad
51,phd,manager,83678,rent,47741,male,sposato/a,europa,good
48,diploma,privato,52115,own,4395,female,sposato/a,extra-europa,bad
48,magistrale,privato,35618,rent,23299,male,vedovo/a,italia,bad
39,magistrale,ceo,83732,rent,49035,female,divorziato/a,extra-europa,good
45,nessuno,privato,48188,rent,2537,female,sposato/a,italia,bad
35,nessuno,disoccupato,9000,own,6452,male,vedovo/a,italia,bad
41,diploma,manager,72362,own,37354,female,divorziato/a,extra-europa,bad
37,phd,ceo,107464,own,49616,male,sposato/a,extra-europa,good
59,magistrale,operaio,39994,own,48451,male,single,italia,bad
43,diploma,impiegato,66962,rent,1140,male,single,europa,bad
44,triennale,operaio,34125,own,1971,female,divorziato/a,italia,bad
45,triennale,manager,79553,rent,29200,female,sposato/a,europa,bad
44,diploma,privato,46386,rent,18440,male,sposato/a,extra-europa,bad
41,phd,ceo,101211,own,35564,male,vedovo/a,extra-europa,good
58,magistrale,manager,86564,rent,13631,female,divorziato/a,italia,good
30,magistrale,impiegato,63859,rent,10770,male,sposato/a,europa,bad
59,diploma,impiegato,92622,rent,45408,male,divorziato/a,europa,bad
44,magistrale,privato,36258,own,27899,female,single,europa,bad
50,phd,ceo,100282,rent,39692,male,divorziato/a,extra-europa,good
34,nessuno,operaio,22382,own,20594,male,vedovo/a,italia,bad
31,phd,privato,59952,rent,17043,female,sposato/a,europa,bad
52,diploma,privato,36941,own,12565,male,divorziato/a,extra-europa,bad
31,nessuno,manager,82908,rent,35989,female,vedovo/a,extra-europa,bad
52,magistrale,privato,49322,rent,10106,male,vedovo/a,europa,bad
45,phd,manager,67036,rent,25573,male,sposato/a,europa,bad
31,phd,ceo,92509,rent,37830,male,single,italia,good
42,phd,manager,82450,rent,49174,female,sposato/a,italia,good
47,nessuno,disoccupato,9000,rent,23898,male,sposato/a,europa,bad
53,triennale,privato,57756,rent,23351,female,divorziato/a,extra-europa,bad
34,triennale,impiegato,58721,rent,4158,male,divorziato/a,italia,bad
56,phd,ceo,111709,rent,23294,male,vedovo/a,europa,good
56,nessuno,disoccupato,9000,own,24460,male,sposato/a,italia,bad
32,diploma,ceo,98550,own,18766,male,single,europa,bad
31,phd,manager,59982,rent,35051,male,sposato/a,extra-europa,bad
43,magistrale,impiegato,62080,rent,36507,male,sposato/a,italia,bad
33,nessuno,disoccupato,9000,none,5316,male,sposato/a,europa,bad
38,triennale,manager,69526,rent,28947,male,sposato/a,europa,bad
52,triennale,manager,78761,rent,1360,male,sposato/a,italia,bad
40,magistrale,privato,62138,own,22515,male,vedovo/a,extra-europa,bad
42,diploma,manager,69719,rent,3979,female,divorziato/a,italia,bad
50,triennale,manager,90398,rent,32977,female,single,europa,good
54,diploma,operaio,41928,rent,25565,female,vedovo/a,extra-europa,bad
37,triennale,impiegato,58196,rent,19679,female,single,extra-europa,bad
47,phd,manager,75161,rent,29765,female,sposato/a,europa,bad
50,magistrale,privato,48922,rent,17249,male,divorziato/a,extra-europa,bad
38,triennale,ceo,88593,own,8375,female,divorziato/a,extra-europa,good
39,nessuno,operaio,55703,own,40458,male,single,extra-europa,bad
42,magistrale,operaio,29440,rent,20469,male,sposato/a,europa,bad
42,nessuno,disoccupato,9000,none,45716,male,sposato/a,europa,bad
56,diploma,privato,42916,rent,17577,female,divorziato/a,extra-europa,bad
54,magistrale,privato,51870,rent,23111,female,vedovo/a,europa,bad
53,phd,privato,44711,own,26135,male,vedovo/a,europa,bad
58,phd,impiegato,54079,rent,31820,male,sposato/a,extra-europa,bad
53,diploma,manager,77182,rent,49869,female,vedovo/a,europa,bad
36,magistrale,manager,86275,rent,19104,female,sposato/a,europa,good
56,nessuno,disoccupato,9000,own,33466,male,vedovo/a,extra-europa,bad
36,diploma,operaio,43839,rent,23182,female,sposato/a,extra-europa,bad
49,magistrale,impiegato,52594,rent,12520,male,vedovo/a,europa,bad
35,triennale,privato,53011,own,5643,female,sposato/a,europa,bad
52,nessuno,disoccupato,9000,none,28507,female,vedovo/a,europa,bad
43,nessuno,operaio,46760,rent,42799,male,divorziato/a,europa,bad
35,magistrale,privato,43962,rent,10273,female,sposato/a,italia,bad
48,magistrale,operaio,51049,own,1465,male,single,europa,bad
40,magistrale,privato,51346,rent,30300,female,vedovo/a,europa,bad
44,nessuno,disoccupato,9000,own,47593,female,vedovo/a,italia,bad
40,nessuno,privato,51863,own,3679,male,sposato/a,italia,bad
46,triennale,manager,65456,own,36244,male,sposato/a,italia,bad
32,magistrale,privato,28746,rent,39953,female,divorziato/a,europa,bad
55,phd,impiegato,54026,rent,44412,female,sposato/a,italia,bad
41,triennale,manager,81233,rent,35317,male,sposato/a,italia,good
35,magistrale,impiegato,52607,own,18517,female,sposato/a,extra-europa,good
35,triennale,operaio,43999,rent,825,male,single,extra-europa,bad
39,nessuno,disoccupato,9000,rent,39476,male,divorziato/a,extra-europa,bad
41,triennale,ceo,100487,own,16776,female,divorziato/a,europa,good
59,nessuno,disoccupato,9000,own,39739,male,sposato/a,extra-europa,bad
44,phd,manager,90049,rent,41067,male,sposato/a,europa,good
48,diploma,privato,40875,rent,32114,male,vedovo/a,extra-europa,bad
45,magistrale,manager,86208,rent,46530,female,vedovo/a,extra-europa,good
50,phd,ceo,112492,rent,24187,female,sposato/a,europa,good
51,magistrale,privato,43108,rent,3056,female,sposato/a,italia,bad
53,diploma,operaio,24439,own,32184,male,divorziato/a,europa,bad
56,triennale,operaio,36357,rent,13729,male,vedovo/a,europa,bad
49,triennale,operaio,38915,rent,31918,female,sposato/a,extra-europa,bad
47,nessuno,disoccupato,9000,none,29840,male,sposato/a,italia,bad
48,nessuno,impiegato,52686,own,6882,female,sposato/a,italia,bad
51,magistrale,privato,67921,rent,28581,male,vedovo/a,extra-europa,bad
43,triennale,operaio,44794,own,16105,female,single,europa,bad
53,triennale,manager,97186,rent,4941,male,single,extra-europa,good
35,magistrale,ceo,83836,rent,25974,male,sposato/a,extra-europa,good
32,magistrale,manager,81278,rent,763,male,vedovo/a,italia,good
37,phd,manager,75093,rent,40780,female,sposato/a,extra-europa,bad
57,triennale,manager,81582,rent,18642,female,single,italia,good
32,diploma,manager,81686,rent,33662,male,divorziato/a,extra-europa,bad
47,triennale,impiegato,65443,rent,17089,male,divorziato/a,italia,bad
44,triennale,manager,76062,rent,16223,female,single,extra-europa,bad
47,nessuno,operaio,43522,rent,33310,male,sposato/a,italia,bad
53,triennale,operaio,31907,own,44418,female,sposato/a,extra-europa,bad
35,diploma,impiegato,64947,rent,5903,male,sposato/a,europa,bad
30,nessuno,operaio,36469,own,29999,male,sposato/a,europa,bad
58,triennale,manager,77682,rent,21362,male,sposato/a,italia,bad
55,phd,privato,51659,own,22534,male,divorziato/a,europa,bad
53,phd,manager,75754,rent,48187,female,divorziato/a,italia,bad
35,magistrale,privato,38668,own,8399,female,single,extra-europa,bad
50,diploma,impiegato,55219,rent,12499,male,sposato/a,europa,bad
43,diploma,privato,60484,rent,13199,female,single,italia,bad
50,magistrale,privato,45192,rent,43177,male,sposato/a,italia,bad
